Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X6,2021,Africa,Black,Petrol,Manual,3.2,68511,106899,5702,Low
5 Series,2011,Europe,Silver,Hybrid,Manual,2.3,122724,66794,6985,Low
3 Series,2020,South America,Silver,Diesel,Automatic,2.0,13064,65916,5806,Low
7 Series,2010,Africa,Grey,Hybrid,Manual,3.5,174868,67910,3556,Low
i3,2021,North America,Grey,Electric,Manual,1.7,43600,54421,9999,High
7 Series,2010,Africa,Grey,Petrol,Automatic,3.5,163298,85039,2540,Low
X1,2014,Africa,Black,Petrol,Automatic,1.8,2453,54347,6698,Low
X6,2018,South America,Red,Hybrid,Automatic,3.0,101733,112076,7606,High
i3,2024,South America,Black,Hybrid,Manual,1.5,80101,48354,9999,High
X6,2018,Middle East,Grey,Electric,Automatic,3.2,103779,112853,6128,Low
X1,2021,Europe,Grey,Petrol,Automatic,2.1,143829,66633,5815,Low
X3,2018,North America,Red,Petrol,Manual,1.9,28420,94247,6180,Low
i3,2015,Asia,Grey,Electric,Automatic,1.0,42859,53080,9999,High
3 Series,2013,South America,Blue,Diesel,Automatic,1.4,143428,41295,9999,High
M3,2022,Africa,Blue,Electric,Automatic,2.4,120059,68124,7490,High
i3,2014,Africa,Red,Electric,Manual,2.2,142724,50631,8523,High
M3,2011,Asia,Grey,Petrol,Manual,2.2,58154,83077,6078,Low
X6,2015,Middle East,White,Diesel,Automatic,3.0,157788,75694,6779,Low
i3,2019,Middle East,Silver,Hybrid,Manual,1.6,163629,65975,9894,High
M3,2012,Asia,Blue,Petrol,Automatic,2.3,151888,90574,5471,Low
M5,2012,Middle East,Silver,Diesel,Automatic,2.8,112626,80943,4830,Low
i3,2013,South America,Silver,Hybrid,Manual,1.7,199171,40913,9999,High
X3,2011,South America,White,Diesel,Manual,2.2,190149,43131,7330,High
i8,2014,Asia,Blue,Hybrid,Automatic,2.2,199814,99755,7778,High
7 Series,2012,Middle East,Grey,Petrol,Automatic,3.0,13290,117793,4962,Low
M3,2020,Africa,Black,Electric,Automatic,2.6,171280,80492,5406,Low
X1,2023,Europe,White,Hybrid,Automatic,2.4,174359,63108,9999,High
X3,2020,Europe,Grey,Hybrid,Manual,2.4,36729,100575,8366,High
M5,2017,Middle East,Black,Petrol,Manual,3.7,77074,100038,4985,Low
i8,2018,Africa,Red,Hybrid,Manual,2.8,32184,61016,7298,High
X3,2016,Europe,Black,Petrol,Manual,2.3,156902,84463,8331,High
X3,2021,Europe,Grey,Electric,Manual,1.9,74850,73849,6473,Low
M3,2012,Asia,Black,Petrol,Automatic,3.3,196166,90236,4386,Low
M3,2012,Africa,Silver,Diesel,Manual,1.9,32537,47475,5377,Low
i3,2012,South America,Blue,Electric,Automatic,1.3,139233,48303,7930,High
X1,2012,Africa,Red,Petrol,Manual,1.7,110627,38305,9999,High
X1,2023,South America,Black,Hybrid,Manual,1.9,128691,72755,8660,High
X6,2017,Asia,Grey,Diesel,Automatic,2.4,127733,78733,3657,Low
3 Series,2019,Asia,Blue,Electric,Manual,1.6,98233,65817,9999,High
7 Series,2017,North America,Blue,Petrol,Manual,3.6,122686,122726,4256,Low
7 Series,2023,Europe,Red,Petrol,Automatic,3.5,180237,111191,4180,Low
X6,2014,Europe,Silver,Petrol,Automatic,3.0,37708,90985,3929,Low
X3,2010,Asia,Grey,Diesel,Manual,2.3,172074,67399,8843,High
X5,2012,Europe,White,Petrol,Automatic,3.1,132294,123278,5126,Low
7 Series,2020,Europe,Red,Hybrid,Automatic,3.3,132370,155000,5120,Low
M5,2010,Asia,Silver,Diesel,Automatic,3.2,6188,110384,3184,Low
M3,2011,Asia,Silver,Petrol,Automatic,2.7,23236,64140,3862,Low
M5,2019,Africa,White,Electric,Automatic,3.4,82249,88338,5967,Low
X5,2010,Europe,Silver,Petrol,Manual,3.6,29066,95563,6726,Low
M3,2010,Africa,White,Petrol,Automatic,2.6,145815,51629,6365,Low
X5,2024,Europe,White,Hybrid,Manual,2.3,184436,155000,8679,High
X1,2018,Europe,Black,Petrol,Manual,1.8,193741,61886,9999,High
3 Series,2018,South America,Black,Petrol,Automatic,1.9,128324,42771,5650,Low
X3,2014,Africa,Black,Petrol,Manual,2.2,173524,48004,5120,Low
7 Series,2021,Middle East,Silver,Electric,Automatic,3.1,49832,134762,4814,Low
i3,2022,Asia,Grey,Hybrid,Automatic,2.4,195660,56180,9999,High
7 Series,2020,Europe,Silver,Electric,Manual,3.6,154361,102759,3708,Low
5 Series,2012,Europe,Black,Electric,Manual,2.6,113043,53789,6896,Low
X3,2013,North America,White,Diesel,Automatic,2.3,110526,64205,5371,Low
X1,2021,South America,Silver,Electric,Manual,1.0,9533,56381,9999,High
i3,2012,Middle East,Silver,Petrol,Automatic,1.6,164813,50101,6884,Low
X5,2018,Africa,Red,Electric,Automatic,2.8,111583,69702,4671,Low
M3,2015,Africa,Black,Petrol,Automatic,1.9,62160,69690,4748,Low
i3,2017,Asia,Blue,Petrol,Automatic,1.7,147754,70385,6269,Low
X5,2023,Asia,Silver,Electric,Manual,3.1,181900,85986,7724,High
X1,2024,Africa,Black,Hybrid,Automatic,2.3,189719,58135,9999,High
X6,2012,Middle East,Grey,Petrol,Automatic,3.5,159712,92173,6281,Low
3 Series,2019,Europe,Red,Electric,Automatic,1.3,118085,84174,7245,High
i3,2023,Africa,White,Electric,Automatic,2.6,91596,58820,9999,High
X5,2011,Europe,Black,Petrol,Automatic,3.0,37971,96557,5044,Low
X6,2018,South America,Grey,Petrol,Automatic,3.6,173100,81431,7414,High
X3,2013,Europe,Grey,Petrol,Automatic,2.7,110589,77561,4717,Low
3 Series,2010,Asia,Black,Diesel,Automatic,2.7,36860,54905,6546,Low
X3,2021,Europe,Black,Electric,Automatic,2.0,31176,88585,9999,High
X5,2020,Asia,Red,Petrol,Manual,3.3,107431,118914,6439,Low
X3,2017,Africa,Black,Diesel,Automatic,2.2,146507,73391,9999,High
X1,2014,South America,Silver,Petrol,Automatic,1.8,149429,57410,9999,High
i3,2018,South America,White,Electric,Automatic,1.7,190036,49139,9999,High
X6,2012,Asia,Black,Petrol,Manual,2.9,182626,84558,5741,Low
7 Series,2016,Africa,White,Hybrid,Automatic,3.6,42769,110133,4828,Low
3 Series,2022,Africa,Grey,Petrol,Automatic,1.2,110859,67892,9999,High
X5,2011,Europe,Black,Petrol,Automatic,3.2,120410,79951,4643,Low
M5,2010,North America,White,Petrol,Automatic,3.5,109966,109465,5887,Low
M5,2015,North America,Silver,Diesel,Automatic,3.1,136473,114376,5690,Low
5 Series,2017,South America,White,Electric,Automatic,2.3,185510,53705,7458,High
i8,2014,Asia,Blue,Petrol,Manual,3.1,58833,91619,4570,Low
i3,2015,North America,Black,Electric,Automatic,1.5,90643,49987,9999,High
i3,2016,South America,Black,Electric,Manual,1.5,176728,33091,9999,High
X6,2015,Africa,Blue,Petrol,Automatic,3.2,33358,61636,3780,Low
M3,2023,North America,Blue,Electric,Manual,3.0,127244,84904,8930,High
M3,2020,South America,Red,Diesel,Manual,1.8,192494,96189,5529,Low
3 Series,2021,Europe,Red,Hybrid,Automatic,1.9,89819,68138,6846,Low
X6,2011,South America,White,Diesel,Automatic,3.2,185066,84552,5897,Low
X5,2011,South America,Blue,Petrol,Automatic,3.2,159507,69622,6810,Low
M5,2017,Asia,Blue,Petrol,Manual,2.3,160612,133786,5592,Low
X1,2021,South America,Grey,Petrol,Automatic,1.1,16564,49686,8199,High
X6,2017,Middle East,Red,Diesel,Manual,3.8,116947,87168,5054,Low
X3,2021,Africa,Black,Hybrid,Automatic,2.0,107496,73663,8234,High
i3,2010,Asia,White,Electric,Automatic,1.2,26416,38663,9351,High
7 Series,2019,Africa,Grey,Hybrid,Manual,2.9,163258,83724,6547,Low
5 Series,2022,Asia,Blue,Electric,Automatic,2.4,17634,102946,7285,High
X6,2013,South America,Red,Electric,Manual,3.0,7755,93837,3588,Low
M3,2023,Middle East,Black,Electric,Automatic,2.7,69170,93147,6365,Low
3 Series,2013,North America,Black,Petrol,Manual,1.0,67351,54757,6795,Low
M3,2010,North America,Black,Petrol,Manual,2.5,89807,56231,4426,Low
3 Series,2014,North America,White,Hybrid,Automatic,2.2,109017,67362,6657,Low
M5,2013,North America,Black,Petrol,Automatic,2.7,48754,78610,6788,Low
7 Series,2016,South America,Black,Diesel,Manual,3.3,2435,73683,5920,Low
3 Series,2012,Africa,Red,Petrol,Automatic,2.1,142269,42565,9773,High
i3,2017,Asia,Grey,Petrol,Automatic,1.8,95333,51870,9971,High
X6,2018,North America,White,Hybrid,Manual,2.7,33862,117003,7116,High
7 Series,2017,South America,Grey,Electric,Automatic,3.5,185831,105089,3720,Low
X1,2015,Asia,Blue,Hybrid,Automatic,1.9,142476,57535,6639,Low
7 Series,2013,Asia,White,Electric,Automatic,3.2,196352,121907,5971,Low
7 Series,2017,South America,White,Hybrid,Manual,2.7,45359,72500,4987,Low
i8,2017,South America,Grey,Electric,Automatic,2.7,92885,88246,5148,Low
M3,2013,North America,White,Petrol,Manual,2.1,19469,87943,4695,Low
X6,2016,Europe,White,Petrol,Manual,2.1,168089,135054,3493,Low
X5,2022,North America,Red,Petrol,Automatic,3.1,107662,79480,7310,High
X6,2017,South America,Grey,Diesel,Manual,3.2,122719,101516,6102,Low
7 Series,2017,South America,Blue,Diesel,Manual,3.2,124693,79446,6142,Low
M3,2015,Asia,White,Diesel,Automatic,3.0,15232,84936,7554,High
X1,2024,Middle East,Blue,Electric,Manual,1.2,156892,78660,7333,High
X6,2019,Asia,White,Hybrid,Manual,2.5,100964,127057,5676,Low
5 Series,2013,Middle East,Blue,Diesel,Manual,2.5,12298,53934,5514,Low
3 Series,2015,Asia,Grey,Diesel,Automatic,1.0,40900,56019,6536,Low
X1,2010,South America,Grey,Diesel,Manual,2.1,107311,47451,6444,Low
5 Series,2015,Africa,Silver,Electric,Automatic,2.3,76419,44969,4234,Low
5 Series,2023,South America,Black,Electric,Manual,2.7,456,55728,9713,High
M3,2016,Asia,Red,Diesel,Automatic,2.2,75839,93775,6223,Low
X6,2023,Asia,White,Electric,Automatic,3.0,92014,134549,4648,Low
i8,2020,Africa,White,Hybrid,Automatic,2.6,88432,65546,5295,Low
X6,2017,Asia,Black,Petrol,Manual,3.0,81388,109165,7206,High
i8,2013,Middle East,White,Hybrid,Manual,2.6,86973,86633,4999,Low
X6,2017,Africa,Black,Petrol,Automatic,2.9,86551,65075,3459,Low
X1,2021,Asia,White,Electric,Automatic,1.8,81753,77537,9999,High
X5,2010,Middle East,Blue,Petrol,Automatic,2.9,81209,96723,5887,Low
X3,2012,North America,Silver,Petrol,Manual,2.6,140745,77599,7987,High
X6,2021,Middle East,Grey,Hybrid,Manual,2.9,66913,96979,3599,Low
7 Series,2011,Asia,Silver,Diesel,Automatic,3.5,144801,105469,3014,Low
7 Series,2018,Europe,White,Petrol,Automatic,3.2,99119,132707,4951,Low
3 Series,2018,Middle East,White,Electric,Manual,1.6,117652,60115,9999,High
X3,2015,Africa,Red,Electric,Automatic,2.3,117340,44928,9597,High
M3,2015,North America,White,Electric,Manual,2.8,183471,77795,7450,High
7 Series,2011,Asia,Silver,Petrol,Manual,3.3,193536,91781,4204,Low
5 Series,2013,Asia,Black,Petrol,Automatic,2.8,7985,57520,8216,High
i3,2022,Asia,Grey,Electric,Automatic,1.5,46518,54746,9999,High
X6,2010,South America,Blue,Hybrid,Manual,3.3,133657,85357,4552,Low
X1,2013,Asia,Red,Electric,Manual,1.5,35100,44151,9999,High
i8,2024,Africa,Red,Electric,Automatic,2.9,138741,67624,5566,Low
i3,2021,Africa,Black,Electric,Automatic,1.2,137666,46620,9999,High
3 Series,2024,South America,Blue,Hybrid,Automatic,1.5,129067,60701,9999,High
5 Series,2013,South America,Grey,Electric,Manual,2.5,145367,62233,4326,Low
X3,2017,Middle East,Black,Diesel,Manual,2.1,34726,66651,8177,High
X5,2016,North America,White,Petrol,Manual,2.5,13241,122676,5515,Low
M3,2012,North America,Silver,Diesel,Manual,2.5,52723,73990,4252,Low
7 Series,2011,Europe,Red,Hybrid,Automatic,3.0,121743,93687,4368,Low
i3,2024,Asia,Black,Hybrid,Automatic,1.2,21866,56185,9999,High
7 Series,2011,Middle East,Red,Diesel,Manual,3.3,15189,82562,5311,Low
X6,2019,South America,White,Diesel,Automatic,2.2,19193,108424,7199,High
3 Series,2022,Europe,Black,Electric,Automatic,1.6,57558,70830,9999,High
X5,2024,Asia,Grey,Electric,Automatic,3.0,145284,94205,6912,Low
i3,2010,Europe,Red,Electric,Manual,1.7,137169,44262,7120,High
X6,2024,Middle East,Red,Hybrid,Automatic,3.1,25782,123064,6428,Low
i3,2015,Europe,Red,Hybrid,Automatic,1.4,134945,62893,8158,High
X1,2016,South America,Black,Diesel,Manual,1.9,41029,67197,9707,High
X5,2012,Africa,Grey,Petrol,Automatic,3.1,133054,81190,3324,Low
i8,2015,Europe,White,Hybrid,Automatic,2.2,110395,105490,4009,Low
X1,2019,Africa,Black,Hybrid,Automatic,2.1,38423,51128,6690,Low
X3,2010,Middle East,Blue,Petrol,Automatic,1.5,72342,85731,5497,Low
X3,2023,Middle East,White,Petrol,Automatic,2.0,55083,67622,8919,High
i8,2011,Middle East,Grey,Hybrid,Manual,2.5,166517,66510,3935,Low
i8,2017,Middle East,Grey,Hybrid,Automatic,2.7,75761,89279,4799,Low
i8,2018,Asia,Blue,Hybrid,Manual,2.9,58664,68000,4642,Low
M3,2022,Asia,Blue,Electric,Automatic,2.7,134916,88634,4848,Low
3 Series,2021,South America,Blue,Diesel,Manual,2.1,101297,58444,9343,High
5 Series,2015,Europe,Red,Electric,Manual,1.3,113440,67488,7410,High
X5,2024,Africa,White,Electric,Manual,2.2,125473,70423,6881,Low
i3,2015,North America,Blue,Hybrid,Automatic,1.8,179277,39105,9999,High
5 Series,2020,Africa,Red,Diesel,Manual,2.8,43203,76970,9409,High
M3,2010,North America,Silver,Petrol,Manual,2.4,19988,87531,7573,High
X6,2016,Asia,Grey,Petrol,Automatic,3.1,98838,115183,4257,Low
i8,2018,Africa,Blue,Hybrid,Automatic,3.0,57355,91044,8039,High
7 Series,2019,Europe,Silver,Electric,Automatic,3.9,28532,134673,3865,Low
X3,2023,North America,Black,Petrol,Manual,1.9,136387,85287,5851,Low
M5,2013,Middle East,Grey,Diesel,Manual,3.8,163404,124602,6077,Low
X1,2017,Europe,Red,Electric,Manual,1.7,68437,78803,9999,High
7 Series,2016,South America,Red,Hybrid,Manual,3.1,106022,118891,3106,Low
X6,2022,Africa,Black,Hybrid,Automatic,3.2,29698,94124,4859,Low
7 Series,2017,South America,Grey,Electric,Manual,2.8,68726,97958,3981,Low
i3,2018,South America,Silver,Electric,Manual,1.0,92530,58370,7004,High
i3,2020,North America,White,Electric,Manual,1.8,39456,70921,9999,High
M5,2022,Africa,Black,Diesel,Manual,3.5,31870,62295,5364,Low
3 Series,2012,South America,Blue,Petrol,Automatic,2.0,156039,39243,9999,High
X5,2018,Asia,Grey,Electric,Automatic,3.1,192797,115122,7589,High
i3,2014,North America,Blue,Electric,Manual,1.4,153109,62653,6268,Low
i8,2024,Asia,Blue,Hybrid,Automatic,3.2,83806,125884,8087,High
M3,2017,South America,Grey,Electric,Automatic,2.2,9422,58903,8753,High
X5,2011,Middle East,Red,Diesel,Automatic,2.7,24140,72862,3049,Low
M5,2016,Asia,Blue,Hybrid,Automatic,2.9,133402,73437,5525,Low
X3,2023,Asia,Grey,Hybrid,Automatic,2.4,87952,82240,5218,Low
i3,2014,North America,Grey,Electric,Manual,1.3,69988,50757,6864,Low
i8,2020,South America,Grey,Hybrid,Manual,2.6,112847,102192,6178,Low
M3,2013,Europe,Blue,Petrol,Automatic,2.7,54212,86998,4940,Low
M3,2014,South America,Black,Hybrid,Manual,2.1,197863,68959,5826,Low
3 Series,2011,Asia,Black,Petrol,Automatic,1.2,75636,66130,9779,High
M3,2016,North America,Red,Petrol,Automatic,2.7,26094,72182,6490,Low
i8,2017,Middle East,White,Petrol,Automatic,3.0,60462,107817,6958,Low
X1,2023,North America,White,Electric,Manual,1.7,189079,66006,9999,High
i3,2020,Europe,Black,Electric,Manual,2.1,137370,50116,9999,High
X3,2016,Asia,Black,Electric,Manual,1.9,39427,72464,7327,High
M5,2024,Europe,Red,Electric,Automatic,3.7,61673,150019,7593,High
X1,2011,North America,Blue,Electric,Automatic,2.3,82496,68200,5056,Low
M5,2017,Middle East,Grey,Petrol,Manual,2.7,122381,88773,5900,Low
i8,2016,Africa,Red,Petrol,Automatic,2.9,29561,72833,7075,High
X1,2023,Europe,Silver,Petrol,Automatic,1.5,114164,86249,9786,High
3 Series,2021,Middle East,Grey,Electric,Automatic,2.3,114197,58960,9999,High
3 Series,2020,Africa,Blue,Petrol,Manual,1.5,54544,56844,8405,High
X5,2021,Middle East,Black,Petrol,Manual,3.2,74845,95089,5146,Low
M3,2017,Middle East,Silver,Petrol,Manual,2.0,154049,84608,8611,High
7 Series,2022,Asia,Red,Electric,Manual,3.4,88576,100901,5838,Low
X3,2013,North America,White,Petrol,Automatic,2.0,74138,49206,6033,Low
X6,2023,Middle East,Grey,Hybrid,Automatic,3.3,76919,115564,4036,Low
i8,2023,Asia,Silver,Petrol,Automatic,2.5,86478,98966,7194,High
3 Series,2012,South America,White,Petrol,Automatic,2.3,190836,44385,5554,Low
X6,2016,South America,Red,Diesel,Automatic,2.8,187671,94730,3295,Low
X5,2019,North America,Silver,Diesel,Manual,2.9,29018,100598,4980,Low
3 Series,2023,North America,Silver,Electric,Automatic,1.8,97239,66437,7026,High
X1,2020,North America,White,Electric,Manual,1.6,122163,63385,8648,High
M3,2020,Middle East,Red,Hybrid,Manual,2.6,17264,71041,5899,Low
3 Series,2018,Europe,Black,Petrol,Automatic,1.7,54629,79055,9999,High
7 Series,2019,Africa,Silver,Petrol,Manual,3.0,155892,81528,6676,Low
i3,2013,Asia,Silver,Electric,Automatic,1.8,199559,58513,9474,High
M3,2019,Middle East,Black,Petrol,Automatic,2.2,316,86927,6163,Low
7 Series,2011,North America,Blue,Petrol,Manual,3.5,9451,88834,3328,Low
X6,2024,Europe,Silver,Diesel,Manual,3.2,66797,145411,5948,Low
M3,2014,South America,Red,Hybrid,Manual,2.7,78579,63960,7668,High
M3,2022,Middle East,White,Hybrid,Manual,3.0,38286,117978,9658,High
M3,2016,North America,Red,Electric,Manual,2.4,4888,82483,8721,High
i8,2016,Asia,Grey,Hybrid,Automatic,3.2,9585,103639,5530,Low
X6,2021,South America,White,Electric,Automatic,3.0,18203,92121,5990,Low
X5,2024,South America,Red,Electric,Manual,3.0,21159,92000,7109,High
i3,2023,Europe,White,Hybrid,Manual,1.3,38699,61615,7055,High
5 Series,2010,Middle East,Red,Petrol,Automatic,2.2,153262,78793,7470,High
3 Series,2015,Middle East,Black,Diesel,Automatic,2.0,199545,69383,9860,High
M3,2016,Asia,Blue,Petrol,Automatic,2.4,186271,82391,4533,Low
7 Series,2013,South America,Blue,Petrol,Manual,3.5,47641,90504,4969,Low
X6,2016,Africa,Grey,Diesel,Automatic,3.0,23115,84672,5309,Low
i8,2020,Africa,Red,Hybrid,Automatic,2.3,155313,74911,6904,Low
X5,2022,South America,Grey,Electric,Manual,2.9,136549,86689,7623,High
7 Series,2013,South America,Red,Diesel,Manual,3.5,150350,86088,3314,Low
X6,2016,Africa,White,Electric,Automatic,2.6,897,56610,6155,Low
3 Series,2012,South America,Silver,Petrol,Manual,2.2,164786,50657,9505,High
i8,2014,Middle East,Black,Electric,Manual,1.5,11516,75826,4402,Low
7 Series,2020,Middle East,Silver,Electric,Manual,3.5,148804,87742,4068,Low
X3,2012,Africa,Grey,Petrol,Manual,1.9,77757,51769,4682,Low
X3,2023,Middle East,Grey,Electric,Manual,2.0,66148,73269,5939,Low
M5,2011,Asia,Silver,Petrol,Manual,2.7,23446,97105,4626,Low
7 Series,2013,Asia,Grey,Petrol,Manual,3.7,178643,118027,3340,Low
X1,2019,South America,Red,Electric,Automatic,2.0,97623,39686,9424,High
7 Series,2022,Europe,White,Electric,Automatic,3.6,33161,126691,6104,Low
3 Series,2016,Africa,Silver,Diesel,Automatic,1.8,164944,37962,9999,High
X1,2020,Middle East,Silver,Electric,Automatic,1.3,29049,69343,9282,High
M5,2022,Asia,Silver,Hybrid,Manual,4.1,71936,126165,4981,Low
X3,2018,Europe,Grey,Electric,Manual,1.6,104143,71224,4789,Low
7 Series,2023,Africa,Red,Hybrid,Automatic,3.5,188848,95606,3357,Low
i3,2017,Asia,Red,Electric,Manual,1.7,183675,51163,9999,High
X5,2013,Africa,Blue,Diesel,Automatic,3.5,111504,53926,4230,Low
M3,2023,North America,Grey,Petrol,Automatic,2.5,142547,122403,7281,High
X5,2017,South America,Silver,Petrol,Manual,2.8,93118,83063,5041,Low
X3,2024,North America,Red,Petrol,Manual,2.9,46823,96548,5181,Low
X1,2020,North America,White,Diesel,Automatic,1.8,71716,64734,7631,High
M3,2015,Africa,Red,Electric,Automatic,3.1,70661,51294,8004,High
i3,2014,South America,White,Petrol,Automatic,2.1,160815,59047,9999,High
X6,2015,South America,Red,Petrol,Automatic,3.8,28085,100038,5575,Low
M3,2021,Middle East,Blue,Hybrid,Manual,2.3,195453,95067,5105,Low
3 Series,2016,Middle East,Red,Electric,Manual,1.8,159325,53127,9928,High
3 Series,2023,North America,Grey,Petrol,Manual,2.7,177162,80964,9999,High
X6,2016,South America,Silver,Hybrid,Manual,2.3,117845,89996,5156,Low
M3,2015,Africa,Blue,Hybrid,Manual,3.1,78008,52717,3851,Low
3 Series,2019,Europe,Red,Petrol,Manual,1.3,32669,59744,9999,High
i3,2014,South America,Blue,Electric,Manual,1.9,173593,37234,9999,High
X1,2021,Asia,Black,Petrol,Automatic,1.8,14882,60527,9999,High
M3,2018,South America,Black,Diesel,Automatic,2.0,139797,70543,5984,Low
X6,2014,North America,Red,Diesel,Manual,3.1,138742,100029,6068,Low
M3,2013,North America,Grey,Hybrid,Automatic,2.1,60539,64269,4559,Low
3 Series,2013,Asia,Red,Diesel,Automatic,1.8,35041,54811,9999,High
M3,2024,North America,White,Hybrid,Automatic,3.3,26464,128356,9012,High
M5,2019,South America,Silver,Hybrid,Automatic,3.2,107600,68044,3593,Low
M5,2013,Asia,Blue,Diesel,Automatic,3.0,42597,97588,4443,Low
5 Series,2018,Africa,Grey,Petrol,Manual,2.5,119370,45436,5811,Low
M5,2020,North America,Blue,Electric,Automatic,2.7,157508,134254,5123,Low
i8,2024,Asia,Grey,Hybrid,Manual,3.0,148785,76509,8705,High
i3,2011,North America,White,Electric,Manual,2.3,30332,47169,7640,High
5 Series,2023,Africa,Red,Electric,Automatic,2.4,59179,78145,6716,Low
M3,2024,South America,White,Electric,Manual,2.6,94990,94524,7170,High
X6,2011,Middle East,Grey,Petrol,Automatic,2.6,153413,95920,6141,Low
X1,2016,Asia,Grey,Diesel,Automatic,1.9,80270,62166,5499,Low
M5,2014,Asia,Red,Diesel,Automatic,3.0,25418,110164,5838,Low
X5,2016,Africa,Grey,Petrol,Automatic,3.1,103742,86767,4015,Low
7 Series,2010,Middle East,Blue,Petrol,Manual,3.1,6419,75519,4314,Low
i3,2020,South America,White,Hybrid,Automatic,1.5,9322,61175,9817,High
i3,2012,Middle East,Red,Electric,Manual,1.4,77807,60199,9999,High
X3,2024,North America,Grey,Electric,Manual,2.2,121956,107467,8472,High
X6,2017,Africa,Blue,Electric,Automatic,3.4,70576,98180,3633,Low
X1,2012,South America,Blue,Petrol,Automatic,1.7,171073,48170,9486,High
M3,2024,Africa,Grey,Hybrid,Automatic,2.1,195345,77314,5633,Low
X6,2011,North America,Black,Petrol,Manual,2.6,127620,71449,3967,Low
X1,2012,South America,White,Electric,Automatic,1.4,142492,49554,9271,High
X3,2011,Europe,Black,Electric,Manual,2.3,62034,84096,8129,High
X1,2024,North America,Grey,Electric,Manual,1.6,36924,67028,7370,High
5 Series,2018,North America,Red,Hybrid,Manual,2.8,122595,102114,7783,High
